operation_id,date,warehouse_id,warehouse_name,sku_id,operation_type,qty,unit_cost_byn
MOV000355,2025-03-27,WH1,Склад Минск,SKU_008,income,282,17.28
MOV000356,2025-03-27,WH1,Склад Минск,SKU_009,income,326,18.72
MOV000357,2025-03-27,WH1,Склад Минск,SKU_010,income,348,5.76
MOV000358,2025-03-27,WH1,Склад Минск,SKU_011,income,336,6.48
MOV000359,2025-03-27,WH2,Склад Брест,SKU_008,income,362,17.28
MOV000360,2025-03-27,WH2,Склад Брест,SKU_009,income,238,18.72
MOV000361,2025-03-27,WH2,Склад Брест,SKU_010,income,286,5.76
MOV000362,2025-03-27,WH1,Склад Минск,SKU_004,outcome,25,9.36
MOV000363,2025-03-28,WH1,Склад Минск,SKU_010,outcome,31,5.76
MOV000364,2025-03-28,WH1,Склад Минск,SKU_011,outcome,45,6.48
MOV000365,2025-03-28,WH2,Склад Брест,SKU_001,outcome,36,8.64
MOV000366,2025-03-29,WH1,Склад Минск,SKU_004,outcome,61,9.36
MOV000367,2025-03-30,WH1,Склад Минск,SKU_002,outcome,36,10.8
MOV000368,2025-03-30,WH2,Склад Брест,SKU_003,outcome,35,12.96
MOV000369,2025-03-31,WH1,Склад Минск,SKU_003,income,306,12.96
MOV000370,2025-03-31,WH1,Склад Минск,SKU_006,income,261,10.08
MOV000371,2025-03-31,WH1,Склад Минск,SKU_009,income,296,18.72
MOV000372,2025-03-31,WH1,Склад Минск,SKU_011,income,367,6.48
MOV000373,2025-03-31,WH2,Склад Брест,SKU_005,income,306,8.28
MOV000374,2025-03-31,WH2,Склад Брест,SKU_010,income,252,5.76
MOV000375,2025-03-31,WH1,Склад Минск,SKU_002,outcome,25,10.8
MOV000376,2025-03-31,WH1,Склад Минск,SKU_008,outcome,30,17.28
MOV000377,2025-03-31,WH1,Склад Минск,SKU_012,outcome,35,5.4
MOV000378,2026-01-01,WH1,Склад Минск,SKU_004,income,371,9.36
MOV000379,2026-01-01,WH1,Склад Минск,SKU_008,income,219,17.28
MOV000380,2026-01-01,WH1,Склад Минск,SKU_011,income,280,6.48
MOV000381,2026-01-01,WH1,Склад Минск,SKU_012,income,308,5.4
MOV000382,2026-01-01,WH2,Склад Брест,SKU_002,income,189,10.8
MOV000383,2026-01-01,WH2,Склад Брест,SKU_006,income,249,10.08
MOV000384,2026-01-01,WH2,Склад Брест,SKU_007,income,259,15.84
MOV000385,2026-01-01,WH2,Склад Брест,SKU_011,income,252,6.48
MOV000386,2026-01-01,WH1,Склад Минск,SKU_005,outcome,36,8.28
MOV000387,2026-01-01,WH1,Склад Минск,SKU_010,outcome,33,5.76
MOV000388,2026-01-01,WH1,Склад Минск,SKU_011,outcome,29,6.48
MOV000389,2026-01-01,WH2,Склад Брест,SKU_001,outcome,39,8.64
MOV000390,2026-01-01,WH2,Склад Брест,SKU_004,outcome,52,9.36
MOV000391,2026-01-01,WH2,Склад Брест,SKU_005,outcome,51,8.28
MOV000392,2026-01-02,WH1,Склад Минск,SKU_004,outcome,15,9.36
MOV000393,2026-01-02,WH1,Склад Минск,SKU_006,outcome,40,10.08
MOV000394,2026-01-02,WH2,Склад Брест,SKU_002,outcome,33,10.8
MOV000395,2026-01-03,WH1,Склад Минск,SKU_008,outcome,36,17.28
MOV000396,2026-01-03,WH1,Склад Минск,SKU_009,outcome,31,18.72
MOV000397,2026-01-03,WH2,Склад Брест,SKU_002,outcome,36,10.8
MOV000398,2026-01-03,WH2,Склад Брест,SKU_005,outcome,36,8.28
MOV000399,2026-01-03,WH2,Склад Брест,SKU_007,outcome,29,15.84
MOV000400,2026-01-04,WH1,Склад Минск,SKU_001,outcome,26,8.64
MOV000401,2026-01-04,WH2,Склад Брест,SKU_001,outcome,30,8.64
MOV000402,2026-01-05,WH1,Склад Минск,SKU_002,income,314,10.8
MOV000403,2026-01-05,WH1,Склад Минск,SKU_003,income,335,12.96
MOV000404,2026-01-05,WH1,Склад Минск,SKU_008,income,351,17.28
MOV000405,2026-01-05,WH1,Склад Минск,SKU_011,income,270,6.48
MOV000406,2026-01-05,WH2,Склад Брест,SKU_001,income,317,8.64
MOV000407,2026-01-05,WH2,Склад Брест,SKU_002,income,357,10.8
MOV000408,2026-01-05,WH2,Склад Брест,SKU_004,income,369,9.36
MOV000409,2026-01-05,WH2,Склад Брест,SKU_006,income,296,10.08
MOV000410,2026-01-05,WH1,Склад Минск,SKU_006,outcome,32,10.08
MOV000411,2026-01-05,WH1,Склад Минск,SKU_008,outcome,36,17.28
MOV000412,2026-01-05,WH2,Склад Брест,SKU_004,outcome,23,9.36
MOV000413,2026-01-06,WH1,Склад Минск,SKU_006,outcome,33,10.08
MOV000414,2026-01-07,WH1,Склад Минск,SKU_007,outcome,42,15.84
MOV000415,2026-01-07,WH1,Склад Минск,SKU_009,outcome,41,18.72
MOV000416,2026-01-07,WH1,Склад Минск,SKU_012,outcome,32,5.4
MOV000417,2026-01-07,WH2,Склад Брест,SKU_012,outcome,37,5.4
MOV000418,2026-01-08,WH1,Склад Минск,SKU_006,income,250,10.08
MOV000419,2026-01-08,WH2,Склад Брест,SKU_004,income,342,9.36
MOV000420,2026-01-08,WH2,Склад Брест,SKU_007,income,295,15.84
MOV000421,2026-01-08,WH1,Склад Минск,SKU_001,outcome,32,8.64
MOV000422,2026-01-08,WH1,Склад Минск,SKU_004,outcome,31,9.36
MOV000423,2026-01-08,WH1,Склад Минск,SKU_007,outcome,34,15.84
MOV000424,2026-01-08,WH2,Склад Брест,SKU_003,outcome,30,12.96
MOV000425,2026-01-09,WH1,Склад Минск,SKU_011,outcome,41,6.48
MOV000426,2026-01-09,WH2,Склад Брест,SKU_004,outcome,31,9.36
MOV000427,2026-01-09,WH2,Склад Брест,SKU_007,outcome,50,15.84
MOV000428,2026-01-09,WH2,Склад Брест,SKU_008,outcome,49,17.28
MOV000429,2026-01-10,WH2,Склад Брест,SKU_003,outcome,26,12.96
MOV000430,2026-01-10,WH2,Склад Брест,SKU_009,outcome,35,18.72
MOV000431,2026-01-10,WH2,Склад Брест,SKU_012,outcome,28,5.4
MOV000432,2026-01-11,WH1,Склад Минск,SKU_009,outcome,31,18.72
MOV000433,2026-01-11,WH2,Склад Брест,SKU_003,outcome,55,12.96
MOV000434,2026-01-11,WH2,Склад Брест,SKU_007,outcome,31,15.84
MOV000435,2026-01-12,WH1,Склад Минск,SKU_001,income,321,8.64
MOV000436,2026-01-12,WH1,Склад Минск,SKU_008,income,332,17.28
MOV000437,2026-01-12,WH1,Склад Минск,SKU_009,income,239,18.72
MOV000438,2026-01-12,WH2,Склад Брест,SKU_002,income,248,10.8
MOV000439,2026-01-12,WH2,Склад Брест,SKU_004,income,227,9.36
MOV000440,2026-01-12,WH2,Склад Брест,SKU_009,income,246,18.72
MOV000441,2026-01-12,WH2,Склад Брест,SKU_010,income,128,5.76
MOV000442,2026-01-12,WH1,Склад Минск,SKU_010,outcome,40,5.76
MOV000443,2026-01-13,WH1,Склад Минск,SKU_008,outcome,55,17.28
MOV000444,2026-01-13,WH1,Склад Минск,SKU_009,outcome,36,18.72
MOV000445,2026-01-13,WH1,Склад Минск,SKU_010,outcome,20,5.76
MOV000446,2026-01-13,WH1,Склад Минск,SKU_011,outcome,28,6.48
MOV000447,2026-01-13,WH1,Склад Минск,SKU_012,outcome,30,5.4
MOV000448,2026-01-13,WH2,Склад Брест,SKU_001,outcome,24,8.64
MOV000449,2026-01-13,WH2,Склад Брест,SKU_003,outcome,43,12.96
MOV000450,2026-01-13,WH2,Склад Брест,SKU_007,outcome,43,15.84
MOV000451,2026-01-14,WH1,Склад Минск,SKU_004,outcome,23,9.36
MOV000452,2026-01-14,WH2,Склад Брест,SKU_006,outcome,42,10.08
MOV000453,2026-01-14,WH2,Склад Брест,SKU_012,outcome,50,5.4
MOV000454,2026-01-15,WH1,Склад Минск,SKU_002,income,414,10.8
MOV000455,2026-01-15,WH1,Склад Минск,SKU_004,income,471,9.36
MOV000456,2026-01-15,WH1,Склад Минск,SKU_007,income,245,15.84
MOV000457,2026-01-15,WH1,Склад Минск,SKU_010,income,469,5.76
MOV000458,2026-01-15,WH1,Склад Минск,SKU_011,income,278,6.48
MOV000459,2026-01-15,WH2,Склад Брест,SKU_006,income,264,10.08
MOV000460,2026-01-15,WH2,Склад Брест,SKU_010,income,319,5.76
MOV000461,2026-01-15,WH1,Склад Минск,SKU_002,outcome,29,10.8
MOV000462,2026-01-15,WH1,Склад Минск,SKU_011,outcome,38,6.48
MOV000463,2026-01-16,WH1,Склад Минск,SKU_008,outcome,21,17.28
MOV000464,2026-01-18,WH1,Склад Минск,SKU_005,outcome,32,8.28
MOV000465,2026-01-18,WH1,Склад Минск,SKU_011,outcome,47,6.48
MOV000466,2026-01-18,WH2,Склад Брест,SKU_002,outcome,34,10.8
MOV000467,2026-01-18,WH2,Склад Брест,SKU_004,outcome,36,9.36
MOV000468,2026-01-18,WH2,Склад Брест,SKU_010,outcome,39,5.76
MOV000469,2026-01-18,WH2,Склад Брест,SKU_012,outcome,46,5.4
MOV000470,2026-01-19,WH1,Склад Минск,SKU_001,income,200,8.64
MOV000471,2026-01-19,WH1,Склад Минск,SKU_002,income,335,10.8
MOV000472,2026-01-19,WH1,Склад Минск,SKU_003,income,283,12.96
MOV000473,2026-01-19,WH1,Склад Минск,SKU_005,income,309,8.28
MOV000474,2026-01-19,WH2,Склад Брест,SKU_002,income,363,10.8
MOV000475,2026-01-19,WH2,Склад Брест,SKU_007,income,228,15.84
MOV000476,2026-01-19,WH2,Склад Брест,SKU_009,income,239,18.72
MOV000477,2026-01-19,WH2,Склад Брест,SKU_011,income,183,6.48
MOV000478,2026-01-19,WH1,Склад Минск,SKU_004,outcome,29,9.36
MOV000479,2026-01-19,WH1,Склад Минск,SKU_010,outcome,48,5.76
MOV000480,2026-01-19,WH1,Склад Минск,SKU_011,outcome,33,6.48
MOV000481,2026-01-19,WH2,Склад Брест,SKU_004,outcome,21,9.36
MOV000482,2026-01-19,WH2,Склад Брест,SKU_012,outcome,30,5.4
MOV000483,2026-01-20,WH1,Склад Минск,SKU_006,outcome,20,10.08
MOV000484,2026-01-20,WH2,Склад Брест,SKU_006,outcome,23,10.08
MOV000485,2026-01-21,WH1,Склад Минск,SKU_003,outcome,38,12.96
MOV000486,2026-01-21,WH1,Склад Минск,SKU_008,outcome,23,17.28
MOV000487,2026-01-21,WH2,Склад Брест,SKU_001,outcome,46,8.64
MOV000488,2026-01-21,WH2,Склад Брест,SKU_010,outcome,34,5.76
MOV000489,2026-01-22,WH1,Склад Минск,SKU_006,income,305,10.08
MOV000490,2026-01-22,WH1,Склад Минск,SKU_010,income,283,5.76
MOV000491,2026-01-22,WH2,Склад Брест,SKU_003,income,346,12.96
MOV000492,2026-01-22,WH2,Склад Брест,SKU_011,income,346,6.48
MOV000493,2026-01-22,WH2,Склад Брест,SKU_012,income,320,5.4
MOV000494,2026-01-22,WH1,Склад Минск,SKU_007,outcome,40,15.84
MOV000495,2026-01-22,WH2,Склад Брест,SKU_004,outcome,32,9.36
MOV000496,2026-01-22,WH2,Склад Брест,SKU_005,outcome,40,8.28
MOV000497,2026-01-22,WH2,Склад Брест,SKU_007,outcome,31,15.84
MOV000498,2026-01-22,WH2,Склад Брест,SKU_010,outcome,35,5.76
MOV000499,2026-01-23,WH1,Склад Минск,SKU_007,outcome,32,15.84
MOV000500,2026-01-23,WH2,Склад Брест,SKU_004,outcome,30,9.36
MOV000501,2026-01-24,WH1,Склад Минск,SKU_002,outcome,28,10.8
MOV000502,2026-01-24,WH1,Склад Минск,SKU_006,outcome,39,10.08
MOV000503,2026-01-24,WH2,Склад Брест,SKU_012,outcome,48,5.4
MOV000504,2026-01-25,WH1,Склад Минск,SKU_001,outcome,46,8.64
MOV000505,2026-01-25,WH1,Склад Минск,SKU_002,outcome,22,10.8
MOV000506,2026-01-26,WH1,Склад Минск,SKU_002,income,377,10.8
MOV000507,2026-01-27,WH1,Склад Минск,SKU_008,outcome,31,17.28
MOV000508,2026-01-27,WH2,Склад Брест,SKU_006,outcome,41,10.08
MOV000509,2026-01-27,WH2,Склад Брест,SKU_012,outcome,25,5.4
MOV000510,2026-01-28,WH1,Склад Минск,SKU_004,outcome,36,9.36
MOV000511,2026-01-28,WH2,Склад Брест,SKU_003,outcome,38,12.96
MOV000512,2026-01-29,WH1,Склад Минск,SKU_002,income,210,10.8
MOV000513,2026-01-29,WH1,Склад Минск,SKU_005,income,336,8.28
MOV000514,2026-01-29,WH1,Склад Минск,SKU_008,income,380,17.28
MOV000515,2026-01-29,WH1,Склад Минск,SKU_011,income,289,6.48
MOV000516,2026-01-29,WH2,Склад Брест,SKU_004,income,381,9.36
MOV000517,2026-01-29,WH2,Склад Брест,SKU_008,income,288,17.28
MOV000518,2026-01-29,WH2,Склад Брест,SKU_009,income,350,18.72
MOV000519,2026-01-29,WH2,Склад Брест,SKU_011,income,166,6.48
MOV000520,2026-01-29,WH1,Склад Минск,SKU_006,outcome,59,10.08
MOV000521,2026-01-29,WH1,Склад Минск,SKU_007,outcome,49,15.84
MOV000522,2026-01-30,WH2,Склад Брест,SKU_003,outcome,32,12.96
MOV000523,2026-01-31,WH1,Склад Минск,SKU_003,outcome,15,12.96
MOV000524,2026-01-31,WH2,Склад Брест,SKU_006,outcome,37,10.08
MOV000525,2026-01-31,WH2,Склад Брест,SKU_008,outcome,20,17.28
MOV000526,2026-01-31,WH2,Склад Брест,SKU_010,outcome,39,5.76
MOV000527,2026-01-31,WH2,Склад Брест,SKU_011,outcome,39,6.48
MOV000528,2026-02-01,WH1,Склад Минск,SKU_010,outcome,25,5.76
MOV000529,2026-02-01,WH1,Склад Минск,SKU_011,outcome,46,6.48
MOV000530,2026-02-01,WH2,Склад Брест,SKU_012,outcome,43,5.4
MOV000531,2026-02-02,WH1,Склад Минск,SKU_001,income,358,8.64
MOV000532,2026-02-02,WH1,Склад Минск,SKU_003,income,300,12.96
MOV000533,2026-02-02,WH1,Склад Минск,SKU_004,income,215,9.36
MOV000534,2026-02-02,WH1,Склад Минск,SKU_008,income,358,17.28
MOV000535,2026-02-02,WH1,Склад Минск,SKU_011,income,283,6.48
MOV000536,2026-02-02,WH2,Склад Брест,SKU_003,income,216,12.96
MOV000537,2026-02-02,WH2,Склад Брест,SKU_005,income,381,8.28
MOV000538,2026-02-02,WH2,Склад Брест,SKU_006,income,425,10.08
MOV000539,2026-02-02,WH2,Склад Брест,SKU_007,income,297,15.84
MOV000540,2026-02-02,WH2,Склад Брест,SKU_008,income,429,17.28
MOV000541,2026-02-02,WH2,Склад Брест,SKU_009,income,305,18.72
MOV000542,2026-02-02,WH1,Склад Минск,SKU_004,outcome,31,9.36
MOV000543,2026-02-02,WH1,Склад Минск,SKU_008,outcome,28,17.28
MOV000544,2026-02-02,WH1,Склад Минск,SKU_010,outcome,51,5.76
MOV000545,2026-02-03,WH2,Склад Брест,SKU_004,outcome,27,9.36
MOV000546,2026-02-04,WH1,Склад Минск,SKU_002,outcome,42,10.8
MOV000547,2026-02-04,WH1,Склад Минск,SKU_011,outcome,29,6.48
MOV000548,2026-02-04,WH2,Склад Брест,SKU_004,outcome,30,9.36
MOV000549,2026-02-05,WH1,Склад Минск,SKU_005,income,361,8.28
MOV000550,2026-02-05,WH1,Склад Минск,SKU_007,income,277,15.84
MOV000551,2026-02-05,WH1,Склад Минск,SKU_009,income,275,18.72
MOV000552,2026-02-05,WH1,Склад Минск,SKU_012,income,367,5.4
MOV000553,2026-02-05,WH2,Склад Брест,SKU_001,income,395,8.64
MOV000554,2026-02-05,WH2,Склад Брест,SKU_003,income,338,12.96
MOV000555,2026-02-05,WH2,Склад Брест,SKU_009,income,260,18.72
MOV000556,2026-02-05,WH2,Склад Брест,SKU_011,income,269,6.48
MOV000557,2026-02-05,WH1,Склад Минск,SKU_003,outcome,35,12.96
MOV000558,2026-02-05,WH1,Склад Минск,SKU_007,outcome,38,15.84
MOV000559,2026-02-05,WH2,Склад Брест,SKU_005,outcome,25,8.28
MOV000560,2026-02-05,WH2,Склад Брест,SKU_008,outcome,42,17.28
MOV000561,2026-02-06,WH1,Склад Минск,SKU_007,outcome,35,15.84
MOV000562,2026-02-06,WH1,Склад Минск,SKU_008,outcome,17,17.28
MOV000563,2026-02-06,WH1,Склад Минск,SKU_012,outcome,25,5.4
MOV000564,2026-02-06,WH2,Склад Брест,SKU_005,outcome,29,8.28
MOV000565,2026-02-07,WH2,Склад Брест,SKU_009,outcome,34,18.72
MOV000566,2026-02-08,WH1,Склад Минск,SKU_008,outcome,53,17.28
MOV000567,2026-02-08,WH2,Склад Брест,SKU_002,outcome,37,10.8
MOV000568,2026-02-08,WH2,Склад Брест,SKU_006,outcome,26,10.08
MOV000569,2026-02-09,WH1,Склад Минск,SKU_001,income,313,8.64
MOV000570,2026-02-09,WH1,Склад Минск,SKU_003,income,278,12.96
MOV000571,2026-02-09,WH2,Склад Брест,SKU_001,income,319,8.64
MOV000572,2026-02-09,WH2,Склад Брест,SKU_002,income,334,10.8
MOV000573,2026-02-09,WH2,Склад Брест,SKU_005,income,372,8.28
MOV000574,2026-02-09,WH2,Склад Брест,SKU_006,income,298,10.08
MOV000575,2026-02-09,WH2,Склад Брест,SKU_008,income,398,17.28
MOV000576,2026-02-09,WH2,Склад Брест,SKU_011,income,354,6.48
MOV000577,2026-02-09,WH1,Склад Минск,SKU_004,outcome,27,9.36
MOV000578,2026-02-09,WH2,Склад Брест,SKU_001,outcome,57,8.64
MOV000579,2026-02-09,WH2,Склад Брест,SKU_004,outcome,38,9.36
MOV000580,2026-02-10,WH1,Склад Минск,SKU_001,outcome,26,8.64
MOV000581,2026-02-10,WH1,Склад Минск,SKU_007,outcome,51,15.84
MOV000582,2026-02-10,WH1,Склад Минск,SKU_012,outcome,55,5.4
MOV000583,2026-02-10,WH2,Склад Брест,SKU_003,outcome,34,12.96
MOV000584,2026-02-11,WH1,Склад Минск,SKU_009,outcome,29,18.72
MOV000585,2026-02-11,WH1,Склад Минск,SKU_011,outcome,33,6.48
MOV000586,2026-02-11,WH1,Склад Минск,SKU_012,outcome,42,5.4
MOV000587,2026-02-11,WH2,Склад Брест,SKU_003,outcome,47,12.96
MOV000588,2026-02-12,WH1,Склад Минск,SKU_003,income,334,12.96
MOV000589,2026-02-12,WH1,Склад Минск,SKU_005,income,306,8.28
MOV000590,2026-02-12,WH1,Склад Минск,SKU_006,income,389,10.08
MOV000591,2026-02-12,WH1,Склад Минск,SKU_007,income,281,15.84
MOV000592,2026-02-12,WH1,Склад Минск,SKU_008,income,361,17.28
MOV000593,2026-02-12,WH1,Склад Минск,SKU_009,income,282,18.72
MOV000594,2026-02-12,WH1,Склад Минск,SKU_012,income,325,5.4
MOV000595,2026-02-12,WH2,Склад Брест,SKU_006,income,293,10.08
MOV000596,2026-02-12,WH1,Склад Минск,SKU_002,outcome,34,10.8
MOV000597,2026-02-12,WH2,Склад Брест,SKU_009,outcome,31,18.72
MOV000598,2026-02-13,WH2,Склад Брест,SKU_007,outcome,48,15.84
MOV000599,2026-02-14,WH1,Склад Минск,SKU_011,outcome,27,6.48
MOV000600,2026-02-14,WH2,Склад Брест,SKU_005,outcome,27,8.28
MOV000601,2026-02-15,WH1,Склад Минск,SKU_010,outcome,56,5.76
MOV000602,2026-02-15,WH2,Склад Брест,SKU_003,outcome,44,12.96
MOV000603,2026-02-15,WH2,Склад Брест,SKU_011,outcome,11,6.48
MOV000604,2026-02-16,WH1,Склад Минск,SKU_002,income,266,10.8
MOV000605,2026-02-16,WH1,Склад Минск,SKU_003,income,191,12.96
MOV000606,2026-02-16,WH1,Склад Минск,SKU_010,income,242,5.76
MOV000607,2026-02-16,WH1,Склад Минск,SKU_011,income,111,6.48
MOV000608,2026-02-16,WH1,Склад Минск,SKU_012,income,291,5.4
MOV000609,2026-02-16,WH2,Склад Брест,SKU_005,income,231,8.28
MOV000610,2026-02-16,WH2,Склад Брест,SKU_009,income,303,18.72
MOV000611,2026-02-16,WH1,Склад Минск,SKU_003,outcome,18,12.96
MOV000612,2026-02-16,WH1,Склад Минск,SKU_012,outcome,35,5.4
MOV000613,2026-02-17,WH1,Склад Минск,SKU_011,outcome,30,6.48
MOV000614,2026-02-17,WH2,Склад Брест,SKU_007,outcome,50,15.84
MOV000615,2026-02-18,WH1,Склад Минск,SKU_005,outcome,49,8.28
MOV000616,2026-02-18,WH1,Склад Минск,SKU_007,outcome,42,15.84
MOV000617,2026-02-18,WH2,Склад Брест,SKU_004,outcome,31,9.36
MOV000618,2026-02-18,WH2,Склад Брест,SKU_008,outcome,54,17.28
MOV000619,2026-02-19,WH1,Склад Минск,SKU_003,income,206,12.96
MOV000620,2026-02-19,WH1,Склад Минск,SKU_010,income,215,5.76
MOV000621,2026-02-19,WH2,Склад Брест,SKU_001,income,294,8.64
MOV000622,2026-02-19,WH2,Склад Брест,SKU_004,income,435,9.36
MOV000623,2026-02-19,WH2,Склад Брест,SKU_007,income,287,15.84
MOV000624,2026-02-19,WH2,Склад Брест,SKU_009,income,289,18.72
MOV000625,2026-02-19,WH2,Склад Брест,SKU_012,income,213,5.4
MOV000626,2026-02-19,WH1,Склад Минск,SKU_009,outcome,44,18.72
MOV000627,2026-02-20,WH1,Склад Минск,SKU_007,outcome,44,15.84
MOV000628,2026-02-20,WH1,Склад Минск,SKU_012,outcome,42,5.4
MOV000629,2026-02-20,WH2,Склад Брест,SKU_001,outcome,28,8.64
MOV000630,2026-02-20,WH2,Склад Брест,SKU_004,outcome,27,9.36
MOV000631,2026-02-21,WH1,Склад Минск,SKU_001,outcome,22,8.64
MOV000632,2026-02-21,WH1,Склад Минск,SKU_007,outcome,35,15.84
MOV000633,2026-02-21,WH2,Склад Брест,SKU_003,outcome,24,12.96
MOV000634,2026-02-21,WH2,Склад Брест,SKU_010,outcome,23,5.76
MOV000635,2026-02-22,WH2,Склад Брест,SKU_009,outcome,30,18.72
MOV000636,2026-02-22,WH2,Склад Брест,SKU_012,outcome,30,5.4
MOV000637,2026-02-23,WH1,Склад Минск,SKU_005,income,267,8.28
MOV000638,2026-02-23,WH1,Склад Минск,SKU_006,income,327,10.08
MOV000639,2026-02-23,WH1,Склад Минск,SKU_012,income,304,5.4
MOV000640,2026-02-23,WH2,Склад Брест,SKU_001,income,282,8.64
MOV000641,2026-02-23,WH2,Склад Брест,SKU_002,income,310,10.8
MOV000642,2026-02-23,WH2,Склад Брест,SKU_003,income,240,12.96
MOV000643,2026-02-23,WH2,Склад Брест,SKU_012,income,306,5.4
MOV000644,2026-02-23,WH2,Склад Брест,SKU_006,outcome,36,10.08
MOV000645,2026-02-24,WH1,Склад Минск,SKU_001,outcome,19,8.64
MOV000646,2026-02-24,WH2,Склад Брест,SKU_011,outcome,44,6.48
MOV000647,2026-02-25,WH1,Склад Минск,SKU_004,outcome,26,9.36
MOV000648,2026-02-25,WH1,Склад Минск,SKU_006,outcome,35,10.08
MOV000649,2026-02-25,WH2,Склад Брест,SKU_006,outcome,46,10.08
MOV000650,2026-02-25,WH2,Склад Брест,SKU_012,outcome,44,5.4
MOV000651,2026-02-26,WH1,Склад Минск,SKU_001,income,302,8.64
MOV000652,2026-02-26,WH1,Склад Минск,SKU_002,income,278,10.8
MOV000653,2026-02-26,WH1,Склад Минск,SKU_001,outcome,44,8.64
MOV000654,2026-02-26,WH1,Склад Минск,SKU_008,outcome,41,17.28
MOV000655,2026-02-26,WH2,Склад Брест,SKU_003,outcome,28,12.96
MOV000656,2026-02-26,WH2,Склад Брест,SKU_011,outcome,27,6.48
MOV000657,2026-02-27,WH1,Склад Минск,SKU_002,outcome,14,10.8
MOV000658,2026-02-27,WH2,Склад Брест,SKU_006,outcome,36,10.08
MOV000659,2026-02-27,WH2,Склад Брест,SKU_010,outcome,34,5.76
MOV000660,2026-02-28,WH1,Склад Минск,SKU_011,outcome,46,6.48
MOV000661,2026-02-28,WH2,Склад Брест,SKU_004,outcome,38,9.36
MOV000662,2026-02-28,WH2,Склад Брест,SKU_007,outcome,48,15.84
MOV000663,2026-03-01,WH1,Склад Минск,SKU_008,outcome,28,17.28
MOV000664,2026-03-01,WH1,Склад Минск,SKU_012,outcome,46,5.4
MOV000665,2026-03-01,WH2,Склад Брест,SKU_002,outcome,29,10.8
MOV000666,2026-03-02,WH1,Склад Минск,SKU_008,income,346,17.28
MOV000667,2026-03-02,WH1,Склад Минск,SKU_010,income,212,5.76
MOV000668,2026-03-02,WH2,Склад Брест,SKU_006,income,314,10.08
MOV000669,2026-03-02,WH2,Склад Брест,SKU_010,income,180,5.76
MOV000670,2026-03-02,WH1,Склад Минск,SKU_002,outcome,32,10.8
MOV000671,2026-03-02,WH1,Склад Минск,SKU_011,outcome,39,6.48
MOV000672,2026-03-02,WH2,Склад Брест,SKU_004,outcome,29,9.36
MOV000673,2026-03-02,WH2,Склад Брест,SKU_007,outcome,24,15.84
MOV000674,2026-03-02,WH2,Склад Брест,SKU_009,outcome,43,18.72
MOV000675,2026-03-02,WH2,Склад Брест,SKU_011,outcome,33,6.48
MOV000676,2026-03-03,WH1,Склад Минск,SKU_003,outcome,30,12.96
MOV000677,2026-03-03,WH1,Склад Минск,SKU_009,outcome,35,18.72
MOV000678,2026-03-03,WH2,Склад Брест,SKU_002,outcome,61,10.8
MOV000679,2026-03-03,WH2,Склад Брест,SKU_008,outcome,46,17.28
MOV000680,2026-03-03,WH2,Склад Брест,SKU_009,outcome,46,18.72
MOV000681,2026-03-03,WH2,Склад Брест,SKU_010,outcome,39,5.76
MOV000682,2026-03-03,WH2,Склад Брест,SKU_012,outcome,36,5.4
MOV000683,2026-03-04,WH1,Склад Минск,SKU_002,outcome,11,10.8
MOV000684,2026-03-04,WH1,Склад Минск,SKU_007,outcome,28,15.84
MOV000685,2026-03-04,WH1,Склад Минск,SKU_010,outcome,30,5.76
MOV000686,2026-03-05,WH1,Склад Минск,SKU_001,income,187,8.64
MOV000687,2026-03-05,WH1,Склад Минск,SKU_003,income,230,12.96
MOV000688,2026-03-05,WH1,Склад Минск,SKU_009,income,181,18.72
MOV000689,2026-03-05,WH2,Склад Брест,SKU_001,income,297,8.64
MOV000690,2026-03-05,WH2,Склад Брест,SKU_003,income,349,12.96
MOV000691,2026-03-05,WH2,Склад Брест,SKU_005,income,366,8.28
MOV000692,2026-03-05,WH2,Склад Брест,SKU_007,income,324,15.84
MOV000693,2026-03-05,WH2,Склад Брест,SKU_003,outcome,25,12.96
MOV000694,2026-03-05,WH2,Склад Брест,SKU_006,outcome,15,10.08
MOV000695,2026-03-06,WH1,Склад Минск,SKU_001,outcome,17,8.64
MOV000696,2026-03-06,WH1,Склад Минск,SKU_007,outcome,22,15.84
MOV000697,2026-03-06,WH1,Склад Минск,SKU_009,outcome,26,18.72
MOV000698,2026-03-06,WH2,Склад Брест,SKU_004,outcome,33,9.36
MOV000699,2026-03-07,WH1,Склад Минск,SKU_004,outcome,24,9.36
MOV000700,2026-03-07,WH1,Склад Минск,SKU_007,outcome,38,15.84
MOV000701,2026-03-08,WH1,Склад Минск,SKU_002,outcome,32,10.8
MOV000702,2026-03-08,WH1,Склад Минск,SKU_012,outcome,35,5.4
MOV000703,2026-03-08,WH2,Склад Брест,SKU_009,outcome,46,18.72
MOV000704,2026-03-08,WH2,Склад Брест,SKU_010,outcome,23,5.76
MOV000705,2026-03-09,WH1,Склад Минск,SKU_012,income,325,5.4
MOV000706,2026-03-09,WH2,Склад Брест,SKU_006,income,299,10.08
MOV000707,2026-03-09,WH2,Склад Брест,SKU_008,income,279,17.28
MOV000708,2026-03-09,WH2,Склад Брест,SKU_010,income,353,5.76
MOV000709,2026-03-09,WH1,Склад Минск,SKU_012,outcome,43,5.4
