doc_id,date,region,chain_id,chain_name,customer_id,sku_id,product_group,qty,revenue_byn
S20260331-CH002-03697,2026-03-31,Брест,CH002,Санта,CUST_CH002,SKU_012,Полуфабрикаты,40,296.38
S20250213-CH003-00885,2025-02-13,Гродно,CH003,Корона,CUST_CH003,SKU_003,Колбасы,56,1027.46
S20260128-CH001-02409,2026-01-28,Минск,CH001,Евроопт,CUST_CH001,SKU_009,Деликатесы,51,1285.42
S20250218-CH004-00982,2025-02-18,Гомель,CH004,Гиппо,CUST_CH004,SKU_002,Колбасы,62,951.0
S20250130-CH001-00597,2025-01-30,Минск,CH001,Евроопт,CUST_CH001,SKU_011,Полуфабрикаты,46,418.63
S20260311-CH003-03268,2026-03-11,Гродно,CH003,Корона,CUST_CH003,SKU_003,Колбасы,50,925.84
S20250104-CH001-00071,2025-01-04,Минск,CH001,Евроопт,CUST_CH001,SKU_003,Колбасы,58,1091.76
S20250220-CH002-01022,2025-02-20,Брест,CH002,Санта,CUST_CH002,SKU_001,Колбасы,47,567.01
S20250110-CH002-00201,2025-01-10,Брест,CH002,Санта,CUST_CH002,SKU_001,Колбасы,32,375.94
S20250204-CH004-00706,2025-02-04,Гомель,CH004,Гиппо,CUST_CH004,SKU_011,Полуфабрикаты,73,669.79
S20250326-CH004-01746,2025-03-26,Гомель,CH004,Гиппо,CUST_CH004,SKU_005,Сосиски,46,525.05
S20250324-CH004-01697,2025-03-24,Гомель,CH004,Гиппо,CUST_CH004,SKU_001,Колбасы,48,574.47
S20250129-CH004-00591,2025-01-29,Гомель,CH004,Гиппо,CUST_CH004,SKU_010,Полуфабрикаты,57,478.22
S20260204-CH004-02562,2026-02-04,Гомель,CH004,Гиппо,CUST_CH004,SKU_012,Полуфабрикаты,57,426.46
S20250212-CH001-00853,2025-02-12,Минск,CH001,Евроопт,CUST_CH001,SKU_010,Полуфабрикаты,60,475.95
S20260325-CH002-03566,2026-03-25,Брест,CH002,Санта,CUST_CH002,SKU_001,Колбасы,59,703.43
S20260225-CH003-03002,2026-02-25,Гродно,CH003,Корона,CUST_CH003,SKU_005,Сосиски,45,507.57
S20250306-CH001-01321,2025-03-06,Минск,CH001,Евроопт,CUST_CH001,SKU_OLD_005,Сосиски,73,833.09
S20250331-CH003-01846,2025-03-31,Гродно,CH003,Корона,CUST_CH003,SKU_011,Полуфабрикаты,57,528.07
S20250319-CH004-01585,2025-03-19,Гомель,CH004,Гиппо,CUST_CH004,SKU_003,Колбасы,48,851.42
S20250314-CH004-01494,2025-03-14,Гомель,CH004,Гиппо,CUST_CH004,SKU_007,Деликатесы,23,507.65
S20260106-CH003-01959,2026-01-06,Гродно,CH003,Корона,CUST_CH003,SKU_012,Полуфабрикаты,59,450.99
S20260113-CH004-02109,2026-01-13,Гомель,CH004,Гиппо,CUST_CH004,SKU_005,Сосиски,89,1006.24
S20250122-CH004-00449,2025-01-22,Гомель,CH004,Гиппо,CUST_CH004,SKU_010,Полуфабрикаты,52,418.14
S20260210-CH001-02663,2026-02-10,Минск,CH001,Евроопт,CUST_CH001,SKU_010,Полуфабрикаты,63,503.84
S20250206-CH004-00747,2025-02-06,Гомель,CH004,Гиппо,CUST_CH004,SKU_005,Сосиски,47,543.99
S20250122-CH001-00431,2025-01-22,Минск,CH001,Евроопт,CUST_CH001,SKU_010,Полуфабрикаты,57,431.81
S20260319-CH003-03445,2026-03-19,Гродно,CH003,Корона,CUST_CH003,SKU_005,Сосиски,51,584.51
S20260218-CH004-02859,2026-02-18,Гомель,CH004,Гиппо,CUST_CH004,SKU_002,Колбасы,68,1010.66
S20250312-CH002-01437,2025-03-12,Брест,CH002,Санта,CUST_CH002,SKU_006,Сосиски,23,315.41
S20250122-CH004-00451,2025-01-22,Гомель,CH004,Гиппо,CUST_CH004,SKU_012,Полуфабрикаты,60,443.8
S20250325-CH004-01725,2025-03-25,Гомель,CH004,Гиппо,CUST_CH004,SKU_009,Деликатесы,20,512.47
S20260103-CH003-01901,2026-01-03,Гродно,CH003,Корона,CUST_CH003,SKU_010,Полуфабрикаты,39,294.53
S20260306-CH004-03178,2026-03-06,Гомель,CH004,Гиппо,CUST_CH004,SKU_010,Полуфабрикаты,28,222.16
S20260323-CH003-03527,2026-03-23,Гродно,CH003,Корона,CUST_CH003,SKU_007,Деликатесы,47,1045.75
S20250321-CH002-01628,2025-03-21,Брест,CH002,Санта,CUST_CH002,SKU_012,Полуфабрикаты,55,414.64
S20250117-CH004-00347,2025-01-17,Гомель,CH004,Гиппо,CUST_CH004,SKU_012,Полуфабрикаты,39,298.81
S20250125-CH003-00503,2025-01-25,Гродно,CH003,Корона,CUST_CH003,SKU_010,Полуфабрикаты,64,519.05
S20260202-CH001-02495,2026-02-02,Минск,CH001,Евроопт,CUST_CH001,SKU_003,Колбасы,63,1228.94
S20260122-CH004-02315,2026-01-22,Гомель,CH004,Гиппо,CUST_CH004,SKU_011,Полуфабрикаты,78,712.45
S20260202-CH004-02520,2026-02-02,Гомель,CH004,Гиппо,CUST_CH004,SKU_011,Полуфабрикаты,86,784.38
S20250209-CH002-00790,2025-02-09,Брест,CH002,Санта,CUST_CH002,SKU_002,Колбасы,44,641.28
S20250319-CH003-01580,2025-03-19,Гродно,CH003,Корона,CUST_CH003,SKU_006,Сосиски,67,948.28
S20260112-CH001-02073,2026-01-12,Минск,CH001,Евроопт,CUST_CH001,SKU_011,Полуфабрикаты,36,294.17
S20250326-CH004-01748,2025-03-26,Гомель,CH004,Гиппо,CUST_CH004,SKU_007,Деликатесы,32,751.68
S20250113-CH004-00269,2025-01-13,Гомель,CH004,Гиппо,CUST_CH004,SKU_009,Деликатесы,15,384.75
S20250213-CH004-00891,2025-02-13,Гомель,CH004,Гиппо,CUST_CH004,SKU_003,Колбасы,35,628.17
S20250228-CH003-01204,2025-02-28,Гродно,CH003,Корона,CUST_CH003,SKU_009,Деликатесы,9,240.8
S20260106-CH004-01966,2026-01-06,Гомель,CH004,Гиппо,CUST_CH004,SKU_009,Деликатесы,41,1123.01
S20250301-CH003-01223,2025-03-01,Гродно,CH003,Корона,CUST_CH003,SKU_011,Полуфабрикаты,43,390.57
S20260121-CH003-02277,2026-01-21,Гродно,CH003,Корона,CUST_CH003,SKU_010,Полуфабрикаты,75,579.71
S20260213-CH004-02751,2026-02-13,Гомель,CH004,Гиппо,CUST_CH004,SKU_001,Колбасы,71,867.9
S20260110-CH003-02051,2026-01-10,Гродно,CH003,Корона,CUST_CH003,SKU_OLD_009,Деликатесы,6,151.75
S20260206-CH001-02593,2026-02-06,Минск,CH001,Евроопт,CUST_CH001,SKU_006,Сосиски,77,1004.24
S20260207-CH004-02619,2026-02-07,Гомель,CH004,Гиппо,CUST_CH004,SKU_003,Колбасы,39,731.55
S20250228-CH002-01198,2025-02-28,Брест,CH002,Санта,CUST_CH002,SKU_008,Деликатесы,26,592.34
S20250128-CH004-00566,2025-01-28,Гомель,CH004,Гиппо,CUST_CH004,SKU_004,Сосиски,59,778.33
S20250328-CH001-01786,2025-03-28,Минск,CH001,Евроопт,CUST_CH001,SKU_011,Полуфабрикаты,46,433.01
S20260109-CH002-02025,2026-01-09,Брест,CH002,Санта,CUST_CH002,SKU_003,Колбасы,59,1076.62
S20250116-CH002-00315,2025-01-16,Брест,CH002,Санта,CUST_CH002,SKU_001,Колбасы,55,685.28
S20260109-CH002-02028,2026-01-09,Брест,CH002,Санта,CUST_CH002,SKU_008,Деликатесы,14,338.43
S20260220-CH003-02904,2026-02-20,Гродно,CH003,Корона,CUST_CH003,SKU_007,Деликатесы,5,108.61
S20250114-CH003-00284,2025-01-14,Гродно,CH003,Корона,CUST_CH003,SKU_009,Деликатесы,5,125.41
S20260312-CH002-03292,2026-03-12,Брест,CH002,Санта,CUST_CH002,SKU_009,Деликатесы,26,639.48
S20250324-CH004-01698,2025-03-24,Гомель,CH004,Гиппо,CUST_CH004,SKU_002,Колбасы,75,1070.43
S20260315-CH003-03353,2026-03-15,Гродно,CH003,Корона,CUST_CH003,SKU_006,Сосиски,57,765.52
S20250102-CH003-00033,2025-01-02,Гродно,CH003,Корона,CUST_CH003,SKU_002,Колбасы,66,1036.99
S20260202-CH001-02494,2026-02-02,Минск,CH001,Евроопт,CUST_CH001,SKU_OLD_001,Колбасы,57,685.66
S20250314-CH003-01488,2025-03-14,Гродно,CH003,Корона,CUST_CH003,SKU_010,Полуфабрикаты,61,489.81
S20250112-CH003-00241,2025-01-12,Гродно,CH003,Корона,CUST_CH003,SKU_OLD_001,Колбасы,53,614.73
S20260320-CH002-03467,2026-03-20,Брест,CH002,Санта,CUST_CH002,SKU_OLD_009,Деликатесы,34,883.7
S20250303-CH003-01257,2025-03-03,Гродно,CH003,Корона,CUST_CH003,SKU_005,Сосиски,57,649.65
S20260118-CH001-02197,2026-01-18,Минск,CH001,Евроопт,CUST_CH001,SKU_002,Колбасы,66,971.54
S20250313-CH002-01459,2025-03-13,Брест,CH002,Санта,CUST_CH002,SKU_007,Деликатесы,23,517.84
S20250324-CH002-01689,2025-03-24,Брест,CH002,Санта,CUST_CH002,SKU_009,Деликатесы,22,552.69
S20250117-CH002-00340,2025-01-17,Брест,CH002,Санта,CUST_CH002,SKU_011,Полуфабрикаты,68,639.24
S20250313-CH003-01464,2025-03-13,Гродно,CH003,Корона,CUST_CH003,SKU_006,Сосиски,48,677.05
S20250129-CH003-00585,2025-01-29,Гродно,CH003,Корона,CUST_CH003,SKU_011,Полуфабрикаты,63,583.94
S20260105-CH001-01924,2026-01-05,Минск,CH001,Евроопт,CUST_CH001,SKU_007,Деликатесы,48,1038.89
S20250130-CH001-00593,2025-01-30,Минск,CH001,Евроопт,CUST_CH001,SKU_001,Колбасы,41,508.2
S20250131-CH002-00620,2025-01-31,Брест,CH002,Санта,CUST_CH002,SKU_005,Сосиски,62,753.64
S20260324-CH003-03550,2026-03-24,Гродно,CH003,Корона,CUST_CH003,SKU_004,Сосиски,47,580.91
S20250312-CH003-01443,2025-03-12,Гродно,CH003,Корона,CUST_CH003,SKU_004,Сосиски,14,178.82
S20250125-CH002-00499,2025-01-25,Брест,CH002,Санта,CUST_CH002,SKU_003,Колбасы,80,1472.3
S20250114-CH003-00281,2025-01-14,Гродно,CH003,Корона,CUST_CH003,SKU_003,Колбасы,59,1139.14
S20250110-CH004-00218,2025-01-10,Гомель,CH004,Гиппо,CUST_CH004,SKU_011,Полуфабрикаты,76,685.77
S20260216-CH001-02795,2026-02-16,Минск,CH001,Евроопт,CUST_CH001,SKU_005,Сосиски,79,957.48
S20260311-CH001-03260,2026-03-11,Минск,CH001,Евроопт,CUST_CH001,SKU_006,Сосиски,19,269.16
S20250228-CH004-01210,2025-02-28,Гомель,CH004,Гиппо,CUST_CH004,SKU_007,Деликатесы,33,692.29
S20250319-CH003-01579,2025-03-19,Гродно,CH003,Корона,CUST_CH003,SKU_003,Колбасы,34,614.34
S20250313-CH002-01456,2025-03-13,Брест,CH002,Санта,CUST_CH002,SKU_003,Колбасы,43,783.71
S20260213-CH001-02730,2026-02-13,Минск,CH001,Евроопт,CUST_CH001,SKU_002,Колбасы,44,655.3
S20260121-CH003-02272,2026-01-21,Гродно,CH003,Корона,CUST_CH003,SKU_OLD_001,Колбасы,32,375.97
S20260228-CH002-03061,2026-02-28,Брест,CH002,Санта,CUST_CH002,SKU_001,Колбасы,59,711.66
S20260324-CH003-03552,2026-03-24,Гродно,CH003,Корона,CUST_CH003,SKU_006,Сосиски,62,858.95
S20250118-CH004-00357,2025-01-18,Гомель,CH004,Гиппо,CUST_CH004,SKU_003,Колбасы,47,857.82
S20260115-CH003-02144,2026-01-15,Гродно,CH003,Корона,CUST_CH003,SKU_002,Колбасы,53,800.17
S20260316-CH002-03366,2026-03-16,Брест,CH002,Санта,CUST_CH002,SKU_005,Сосиски,87,969.55
S20250325-CH002-01715,2025-03-25,Брест,CH002,Санта,CUST_CH002,SKU_011,Полуфабрикаты,56,523.43
S20260107-CH001-01972,2026-01-07,Минск,CH001,Евроопт,CUST_CH001,SKU_007,Деликатесы,21,423.35
S20250328-CH001-01782,2025-03-28,Минск,CH001,Евроопт,CUST_CH001,SKU_004,Сосиски,22,297.96
S20250225-CH004-01147,2025-02-25,Гомель,CH004,Гиппо,CUST_CH004,SKU_005,Сосиски,56,625.78
S20250211-CH004-00848,2025-02-11,Гомель,CH004,Гиппо,CUST_CH004,SKU_008,Деликатесы,29,743.23
S20250219-CH001-00992,2025-02-19,Минск,CH001,Евроопт,CUST_CH001,SKU_009,Деликатесы,19,508.91
S20250325-CH003-01719,2025-03-25,Гродно,CH003,Корона,CUST_CH003,SKU_005,Сосиски,57,626.22
S20260106-CH001-01948,2026-01-06,Минск,CH001,Евроопт,CUST_CH001,SKU_011,Полуфабрикаты,54,503.04
S20250303-CH003-01258,2025-03-03,Гродно,CH003,Корона,CUST_CH003,SKU_006,Сосиски,48,679.71
S20250119-CH001-00363,2025-01-19,Минск,CH001,Евроопт,CUST_CH001,SKU_006,Сосиски,57,792.86
S20260220-CH001-02890,2026-02-20,Минск,CH001,Евроопт,CUST_CH001,SKU_001,Колбасы,61,749.88
S20260120-CH002-02247,2026-01-20,Брест,CH002,Санта,CUST_CH002,SKU_011,Полуфабрикаты,51,451.63
S20250101-CH003-00013,2025-01-01,Гродно,CH003,Корона,CUST_CH003,SKU_007,Деликатесы,20,441.71
S20250124-CH003-00486,2025-01-24,Гродно,CH003,Корона,CUST_CH003,SKU_002,Колбасы,56,819.98
S20260319-CH003-03449,2026-03-19,Гродно,CH003,Корона,CUST_CH003,SKU_012,Полуфабрикаты,49,353.02
S20250214-CH001-00898,2025-02-14,Минск,CH001,Евроопт,CUST_CH001,SKU_004,Сосиски,57,721.5
S20260304-CH002-03129,2026-03-04,Брест,CH002,Санта,CUST_CH002,SKU_OLD_009,Деликатесы,52,1288.34
S20260115-CH002-02143,2026-01-15,Брест,CH002,Санта,CUST_CH002,SKU_012,Полуфабрикаты,49,370.11
S20260331-CH004-03708,2026-03-31,Гомель,CH004,Гиппо,CUST_CH004,SKU_010,Полуфабрикаты,97,728.11
S20250203-CH002-00665,2025-02-03,Брест,CH002,Санта,CUST_CH002,SKU_001,Колбасы,38,465.57
S20260321-CH004-03490,2026-03-21,Гомель,CH004,Гиппо,CUST_CH004,SKU_001,Колбасы,85,950.33
S20260205-CH001-02569,2026-02-05,Минск,CH001,Евроопт,CUST_CH001,SKU_009,Деликатесы,38,1013.21
S20250126-CH004-00525,2025-01-26,Гомель,CH004,Гиппо,CUST_CH004,SKU_003,Колбасы,75,1415.21
S20250312-CH002-01435,2025-03-12,Брест,CH002,Санта,CUST_CH002,SKU_002,Колбасы,57,891.78
S20260316-CH002-03368,2026-03-16,Брест,CH002,Санта,CUST_CH002,SKU_012,Полуфабрикаты,70,534.37
S20250304-CH004-01292,2025-03-04,Гомель,CH004,Гиппо,CUST_CH004,SKU_006,Сосиски,49,715.38
S20260130-CH002-02456,2026-01-30,Брест,CH002,Санта,CUST_CH002,SKU_011,Полуфабрикаты,52,489.71
S20260101-CH004-01872,2026-01-01,Гомель,CH004,Гиппо,CUST_CH004,SKU_002,Колбасы,66,995.82
S20260310-CH004-03255,2026-03-10,Гомель,CH004,Гиппо,CUST_CH004,SKU_006,Сосиски,41,602.62
S20260317-CH004-03401,2026-03-17,Гомель,CH004,Гиппо,CUST_CH004,SKU_004,Сосиски,45,566.43
S20260323-CH004-03534,2026-03-23,Гомель,CH004,Гиппо,CUST_CH004,SKU_OLD_009,Деликатесы,24,619.51
S20260202-CH002-02502,2026-02-02,Брест,CH002,Санта,CUST_CH002,SKU_004,Сосиски,32,411.19
S20250123-CH001-00454,2025-01-23,Минск,CH001,Евроопт,CUST_CH001,SKU_007,Деликатесы,8,180.6
S20250211-CH001-00834,2025-02-11,Минск,CH001,Евроопт,CUST_CH001,SKU_011,Полуфабрикаты,41,362.48
S20260328-CH004-03641,2026-03-28,Гомель,CH004,Гиппо,CUST_CH004,SKU_003,Колбасы,49,924.23
S20260323-CH004-03529,2026-03-23,Гомель,CH004,Гиппо,CUST_CH004,SKU_001,Колбасы,57,683.34
S20260104-CH004-01922,2026-01-04,Гомель,CH004,Гиппо,CUST_CH004,SKU_004,Сосиски,76,940.57
S20250310-CH003-01398,2025-03-10,Гродно,CH003,Корона,CUST_CH003,SKU_006,Сосиски,49,665.63
S20250105-CH004-00100,2025-01-05,Гомель,CH004,Гиппо,CUST_CH004,SKU_010,Полуфабрикаты,55,422.4
S20260324-CH002-03547,2026-03-24,Брест,CH002,Санта,CUST_CH002,SKU_010,Полуфабрикаты,38,316.68
S20250326-CH001-01732,2025-03-26,Минск,CH001,Евроопт,CUST_CH001,SKU_009,Деликатесы,27,727.15
S20260317-CH001-03384,2026-03-17,Минск,CH001,Евроопт,CUST_CH001,SKU_006,Сосиски,94,1328.99
S20260312-CH003-03297,2026-03-12,Гродно,CH003,Корона,CUST_CH003,SKU_004,Сосиски,84,1068.22
S20260127-CH002-02390,2026-01-27,Брест,CH002,Санта,CUST_CH002,SKU_003,Колбасы,43,687.94
S20250307-CH002-01348,2025-03-07,Брест,CH002,Санта,CUST_CH002,SKU_011,Полуфабрикаты,54,510.35
S20260202-CH002-02506,2026-02-02,Брест,CH002,Санта,CUST_CH002,SKU_008,Деликатесы,56,1378.51
S20260101-CH001-01854,2026-01-01,Минск,CH001,Евроопт,CUST_CH001,SKU_002,Колбасы,52,816.92
S20260304-CH003-03134,2026-03-04,Гродно,CH003,Корона,CUST_CH003,SKU_004,Сосиски,62,833.33
S20250324-CH002-01687,2025-03-24,Брест,CH002,Санта,CUST_CH002,SKU_001,Колбасы,69,880.37
S20250330-CH004-01826,2025-03-30,Гомель,CH004,Гиппо,CUST_CH004,SKU_005,Сосиски,55,644.69
S20250221-CH004-01063,2025-02-21,Гомель,CH004,Гиппо,CUST_CH004,SKU_007,Деликатесы,28,627.8
S20250326-CH001-01733,2025-03-26,Минск,CH001,Евроопт,CUST_CH001,SKU_010,Полуфабрикаты,52,396.54
S20250110-CH003-00211,2025-01-10,Гродно,CH003,Корона,CUST_CH003,SKU_007,Деликатесы,56,1307.69
S20260219-CH001-02873,2026-02-19,Минск,CH001,Евроопт,CUST_CH001,SKU_011,Полуфабрикаты,33,300.81
S20250317-CH003-01539,2025-03-17,Гродно,CH003,Корона,CUST_CH003,SKU_010,Полуфабрикаты,59,481.14
S20260104-CH002-01911,2026-01-04,Брест,CH002,Санта,CUST_CH002,SKU_008,Деликатесы,24,581.43
S20260225-CH003-03001,2026-02-25,Гродно,CH003,Корона,CUST_CH003,SKU_004,Сосиски,43,546.66
S20260213-CH001-02736,2026-02-13,Минск,CH001,Евроопт,CUST_CH001,SKU_010,Полуфабрикаты,85,689.09
S20250311-CH004-01421,2025-03-11,Гомель,CH004,Гиппо,CUST_CH004,SKU_003,Колбасы,54,920.4
S20260211-CH003-02698,2026-02-11,Гродно,CH003,Корона,CUST_CH003,SKU_001,Колбасы,39,481.16
S20250312-CH001-01432,2025-03-12,Минск,CH001,Евроопт,CUST_CH001,SKU_010,Полуфабрикаты,35,286.68
S20250226-CH002-01158,2025-02-26,Брест,CH002,Санта,CUST_CH002,SKU_012,Полуфабрикаты,64,487.08
S20250217-CH003-00965,2025-02-17,Гродно,CH003,Корона,CUST_CH003,SKU_007,Деликатесы,43,1010.84
S20250326-CH001-01730,2025-03-26,Минск,CH001,Евроопт,CUST_CH001,SKU_006,Сосиски,50,671.29
S20250206-CH003-00743,2025-02-06,Гродно,CH003,Корона,CUST_CH003,SKU_009,Деликатесы,31,832.31
S20260322-CH002-03504,2026-03-22,Брест,CH002,Санта,CUST_CH002,SKU_009,Деликатесы,56,1524.97
S20250131-CH004-00632,2025-01-31,Гомель,CH004,Гиппо,CUST_CH004,SKU_009,Деликатесы,35,880.68
S20250206-CH001-00730,2025-02-06,Минск,CH001,Евроопт,CUST_CH001,SKU_008,Деликатесы,46,1130.01
S20250221-CH003-01059,2025-02-21,Гродно,CH003,Корона,CUST_CH003,SKU_012,Полуфабрикаты,51,369.19
S20250120-CH002-00388,2025-01-20,Брест,CH002,Санта,CUST_CH002,SKU_006,Сосиски,63,833.53
S20250209-CH003-00796,2025-02-09,Гродно,CH003,Корона,CUST_CH003,SKU_009,Деликатесы,12,280.1
S20260105-CH001-01927,2026-01-05,Минск,CH001,Евроопт,CUST_CH001,SKU_012,Полуфабрикаты,81,583.96
S20250206-CH003-00740,2025-02-06,Гродно,CH003,Корона,CUST_CH003,SKU_002,Колбасы,42,620.35
S20250124-CH001-00477,2025-01-24,Минск,CH001,Евроопт,CUST_CH001,SKU_006,Сосиски,37,544.18
S20260313-CH001-03306,2026-03-13,Минск,CH001,Евроопт,CUST_CH001,SKU_002,Колбасы,71,1100.88
S20250312-CH003-01445,2025-03-12,Гродно,CH003,Корона,CUST_CH003,SKU_008,Деликатесы,20,486.43
S20250312-CH002-01439,2025-03-12,Брест,CH002,Санта,CUST_CH002,SKU_012,Полуфабрикаты,37,271.01
S20260302-CH001-03083,2026-03-02,Минск,CH001,Евроопт,CUST_CH001,SKU_OLD_009,Деликатесы,56,1424.82
S20250207-CH001-00752,2025-02-07,Минск,CH001,Евроопт,CUST_CH001,SKU_005,Сосиски,43,494.44
S20260119-CH003-02228,2026-01-19,Гродно,CH003,Корона,CUST_CH003,SKU_007,Деликатесы,50,1111.12
S20260216-CH003-02809,2026-02-16,Гродно,CH003,Корона,CUST_CH003,SKU_007,Деликатесы,28,608.97
S20260210-CH001-02658,2026-02-10,Минск,CH001,Евроопт,CUST_CH001,SKU_004,Сосиски,50,644.08
S20260122-CH002-02297,2026-01-22,Брест,CH002,Санта,CUST_CH002,SKU_009,Деликатесы,39,936.93
S20250126-CH003-00524,2025-01-26,Гродно,CH003,Корона,CUST_CH003,SKU_012,Полуфабрикаты,64,453.52
S20250110-CH002-00204,2025-01-10,Брест,CH002,Санта,CUST_CH002,SKU_005,Сосиски,40,457.71
S20260306-CH003-03167,2026-03-06,Гродно,CH003,Корона,CUST_CH003,SKU_001,Колбасы,53,629.58
S20250205-CH001-00708,2025-02-05,Минск,CH001,Евроопт,CUST_CH001,SKU_003,Колбасы,45,836.3
S20250303-CH004-01268,2025-03-03,Гомель,CH004,Гиппо,CUST_CH004,SKU_010,Полуфабрикаты,45,356.28
S20260206-CH004-02606,2026-02-06,Гомель,CH004,Гиппо,CUST_CH004,SKU_006,Сосиски,62,835.23
S20260313-CH002-03318,2026-03-13,Брест,CH002,Санта,CUST_CH002,SKU_009,Деликатесы,19,487.19
S20260227-CH002-03044,2026-02-27,Брест,CH002,Санта,CUST_CH002,SKU_006,Сосиски,56,741.53
S20260111-CH004-02064,2026-01-11,Гомель,CH004,Гиппо,CUST_CH004,SKU_001,Колбасы,47,599.51
S20260219-CH001-02870,2026-02-19,Минск,CH001,Евроопт,CUST_CH001,SKU_006,Сосиски,51,716.47
S20250213-CH003-00890,2025-02-13,Гродно,CH003,Корона,CUST_CH003,SKU_009,Деликатесы,21,532.77
S20250224-CH004-01122,2025-02-24,Гомель,CH004,Гиппо,CUST_CH004,SKU_009,Деликатесы,55,1351.71
S20250119-CH004-00373,2025-01-19,Гомель,CH004,Гиппо,CUST_CH004,SKU_002,Колбасы,62,906.38
S20260303-CH001-03098,2026-03-03,Минск,CH001,Евроопт,CUST_CH001,SKU_008,Деликатесы,5,119.37
S20250124-CH004-00489,2025-01-24,Гомель,CH004,Гиппо,CUST_CH004,SKU_003,Колбасы,48,790.7
S20250206-CH002-00736,2025-02-06,Брест,CH002,Санта,CUST_CH002,SKU_006,Сосиски,71,972.79
S20260117-CH002-02189,2026-01-17,Брест,CH002,Санта,CUST_CH002,SKU_010,Полуфабрикаты,23,197.15
S20260314-CH003-03337,2026-03-14,Гродно,CH003,Корона,CUST_CH003,SKU_OLD_009,Деликатесы,36,940.07
S20250213-CH002-00877,2025-02-13,Брест,CH002,Санта,CUST_CH002,SKU_002,Колбасы,45,631.75
S20250203-CH004-00677,2025-02-03,Гомель,CH004,Гиппо,CUST_CH004,SKU_008,Деликатесы,35,862.32
S20260310-CH002-03243,2026-03-10,Брест,CH002,Санта,CUST_CH002,SKU_002,Колбасы,71,1158.13
S20260209-CH001-02639,2026-02-09,Минск,CH001,Евроопт,CUST_CH001,SKU_012,Полуфабрикаты,38,272.4
S20260319-CH002-03439,2026-03-19,Брест,CH002,Санта,CUST_CH002,SKU_001,Колбасы,69,806.74
S20250306-CH003-01333,2025-03-06,Гродно,CH003,Корона,CUST_CH003,SKU_006,Сосиски,56,746.49
S20260216-CH002-02803,2026-02-16,Брест,CH002,Санта,CUST_CH002,SKU_004,Сосиски,67,877.72
S20250331-CH004-01852,2025-03-31,Гомель,CH004,Гиппо,CUST_CH004,SKU_012,Полуфабрикаты,38,276.65
S20250213-CH003-00884,2025-02-13,Гродно,CH003,Корона,CUST_CH003,SKU_001,Колбасы,85,1013.72
S20260121-CH004-02286,2026-01-21,Гомель,CH004,Гиппо,CUST_CH004,SKU_012,Полуфабрикаты,51,378.49
S20260218-CH001-02845,2026-02-18,Минск,CH001,Евроопт,CUST_CH001,SKU_006,Сосиски,41,570.62
S20250223-CH001-01085,2025-02-23,Минск,CH001,Евроопт,CUST_CH001,SKU_004,Сосиски,51,673.82
S20250111-CH003-00225,2025-01-11,Гродно,CH003,Корона,CUST_CH003,SKU_007,Деликатесы,20,423.69
S20260224-CH003-02981,2026-02-24,Гродно,CH003,Корона,CUST_CH003,SKU_007,Деликатесы,17,401.56
S20250312-CH001-01426,2025-03-12,Минск,CH001,Евроопт,CUST_CH001,SKU_002,Колбасы,43,663.81
S20250129-CH004-00588,2025-01-29,Гомель,CH004,Гиппо,CUST_CH004,SKU_006,Сосиски,44,609.95
S20250108-CH004-00173,2025-01-08,Гомель,CH004,Гиппо,CUST_CH004,SKU_009,Деликатесы,21,550.43
S20250218-CH004-00984,2025-02-18,Гомель,CH004,Гиппо,CUST_CH004,SKU_004,Сосиски,52,672.42
S20250305-CH001-01298,2025-03-05,Минск,CH001,Евроопт,CUST_CH001,SKU_OLD_005,Сосиски,60,635.74
S20250106-CH002-00111,2025-01-06,Брест,CH002,Санта,CUST_CH002,SKU_005,Сосиски,87,935.11
S20250129-CH003-00583,2025-01-29,Гродно,CH003,Корона,CUST_CH003,SKU_003,Колбасы,69,1348.06
S20250320-CH003-01610,2025-03-20,Гродно,CH003,Корона,CUST_CH003,SKU_012,Полуфабрикаты,40,307.58
S20260324-CH003-03553,2026-03-24,Гродно,CH003,Корона,CUST_CH003,SKU_008,Деликатесы,40,946.98
S20260104-CH003-01917,2026-01-04,Гродно,CH003,Корона,CUST_CH003,SKU_006,Сосиски,77,1024.31
S20250310-CH001-01385,2025-03-10,Минск,CH001,Евроопт,CUST_CH001,SKU_001,Колбасы,43,512.45
S20250113-CH002-00256,2025-01-13,Брест,CH002,Санта,CUST_CH002,SKU_002,Колбасы,58,868.47
S20260105-CH003-01934,2026-01-05,Гродно,CH003,Корона,CUST_CH003,SKU_003,Колбасы,66,1256.76
S20250123-CH001-00456,2025-01-23,Минск,CH001,Евроопт,CUST_CH001,SKU_009,Деликатесы,23,602.59
S20260310-CH002-03242,2026-03-10,Брест,CH002,Санта,CUST_CH002,SKU_OLD_001,Колбасы,47,557.43
S20250220-CH004-01033,2025-02-20,Гомель,CH004,Гиппо,CUST_CH004,SKU_002,Колбасы,58,852.25
S20260303-CH004-03113,2026-03-03,Гомель,CH004,Гиппо,CUST_CH004,SKU_006,Сосиски,69,954.92
S20250207-CH004-00768,2025-02-07,Гомель,CH004,Гиппо,CUST_CH004,SKU_004,Сосиски,48,589.17
S20260320-CH004-03477,2026-03-20,Гомель,CH004,Гиппо,CUST_CH004,SKU_007,Деликатесы,7,150.4
